Magazine,Number of contribution in magazine,Contributor: Last name / first name,Pseudonym / abbreviation used,Source of contributor data,Sex,Country of Origin,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,Type of contribution: comparable,Language,Dedication,Translator,Original language
Gente Vieja,1728,"Herranz, Juan José",,http://viaf.org/viaf/11873776,M,Spain,1839,1912,64,Tarjetas postales,96,1903-10-15,1903-10-15,Lyricism,Spanish,,,
Gente Vieja,1729,"Nakens, José",,http://viaf.org/viaf/23315600,M,Spain,1841,1926,62,Un rato a perros,96,1903-10-15,1903-10-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1730,"Hernández Rico, J.",,First search unsuccessful,NA,NA,NA,NA,NA,Marinera,96,1903-10-15,1903-10-15,Lyricism,Spanish,,,
Gente Vieja,1731,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,61,Personalidades literarias: Melchor de Palau,96,1903-10-15,1903-10-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1732,"Iglesias, Santiago",,First search unsuccessful,M,NA,NA,NA,NA,Ante unas ruinas,96,1903-10-15,1903-10-15,Lyricism,Spanish,,,
Gente Vieja,1733,"Novo y Colson, Pedro de",,http://viaf.org/viaf/23763830,M,Spain,1846,1931,57,Mi amigo Dick,96,1903-10-15,1903-10-15,Fictional Prose,Spanish,,,
Gente Vieja,1734,"Sánchez Pesquera, Miguel",,http://viaf.org/viaf/313262052,M,Venezuela,1851,1920,52,La abeja,96,1903-10-15,1903-10-15,Lyricism,Spanish,,,
Gente Vieja,1735,"Sánchez Garay, Concepción",,First search unsuccessful,F,NA,NA,NA,NA,Una aventura amorosa,96,1903-10-15,1903-10-15,Fictional Prose,Spanish,,,
Gente Vieja,1736,"Palacio, Manuel del",,http://viaf.org/viaf/2636638,M,Spain,1831,1906,72,Tarjetas postales,96,1903-10-15,1903-10-15,Lyricism,Spanish,,,
Gente Vieja,1737,"Verdugo, B. G.",,n.I.,NA,NA,NA,NA,NA,Recuerdos de la niñez,96,1903-10-15,1903-10-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1738,"Avilés Rodríguez, Ángel",,http://viaf.org/viaf/87494242,M,Spain,1842,1924,61,Soliloquio,96,1903-10-15,1903-10-15,Lyricism,Spanish,,,
Gente Vieja,1739,"Martín Mínguez, Bernardino",,http://viaf.org/viaf/29260683,M,Spain,1849,1920,54,Necrología: Don José Arias Rodríguez,96,1903-10-15,1903-10-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1740,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,96,1903-10-15,1903-10-15,Review,Spanish,,,
Gente Vieja,1741,Anonymous,,n.I.,NA,NA,NA,NA,NA,"""Gente Vieja"" á sus favorecedores",97,1903-11-15,1903-11-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1742,"Colorado, Vicente",,http://viaf.org/viaf/86777619,M,Spain,1850,1904,53,La fuerza de la razón,97,1903-11-15,1903-11-15,Lyricism,Spanish,,,
Gente Vieja,1743,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,69,Se van los quintos,97,1903-11-15,1903-11-15,Fictional Prose,Spanish,,,
Gente Vieja,1744,"Heine, Heinrich",,http://viaf.org/viaf/34457918,M,Germany,1797,1856,deceased,Una balada de Enrique Heine,97,1903-11-15,1903-11-15,Lyricism,Spanish,,"Olmedilla y Puig, Joaquín",German
Gente Vieja,1745,"Valero Martín, Alberto",,http://viaf.org/viaf/107017554,M,Spain,1882,1941,21,Periodistas españoles,97,1903-11-15,1903-11-15,Review,Spanish,,,
Gente Vieja,1746,"Palacio, Manuel del",,http://viaf.org/viaf/2636638,M,Spain,1831,1906,72,"Brindis improvisado por Manuel del Palacio, en el banquete que se le dió en Pontevedra",97,1903-11-15,1903-11-15,Lyricism,Spanish,,,
Gente Vieja,1747,"Sepúlveda, Ricardo",,http://viaf.org/viaf/16187314,M,Spain,1846,1909,57,Pedir (verbo muy activo),97,1903-11-15,1903-11-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1748,"Herranz, Juan José",,http://viaf.org/viaf/11873776,M,Spain,1839,1912,64,Tarjeta postal,97,1903-11-15,1903-11-15,Lyricism,Spanish,,,
Gente Vieja,1749,Anonymous,,n.I.,NA,NA,NA,NA,NA,Líneas,97,1903-11-15,1903-11-15,Lyricism,Spanish,,,
Gente Vieja,1750,"Balart, Federico",,http://viaf.org/viaf/56173138,M,Spain,1831,1905,72,La eternidad,97,1903-11-15,1903-11-15,Lyricism,Spanish,,,
Gente Vieja,1751,"Martín Mínguez, Bernardino",,http://viaf.org/viaf/29260683,M,Spain,1849,1920,54,Congreso Internacional de Arquitectos en España,97,1903-11-15,1903-11-15,Non-fictional Prose,Spanish,Ministro de Instrucción Pública y Bellas Artes,,
Gente Vieja,1752,"Sánchez Pesquera, Miguel",,http://viaf.org/viaf/313262052,M,Venezuela,1851,1920,52,El Parque,97,1903-11-15,1903-11-15,Lyricism,Spanish,,,
Gente Vieja,1753,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,La decena dramática,97,1903-11-15,1903-11-15,Review,Spanish,,,
Gente Vieja,1754,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,97,1903-11-15,1903-11-15,Review,Spanish,,,
Gente Vieja,1755,"Quintana, Manuel José",,http://viaf.org/viaf/73975529,M,Spain,1772,1857,deceased,"Curiosidad literaria: Dedicatoria que hizo Quintana de sus poesías, á Cienfuegos",97,1903-11-15,1903-11-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1756,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bien venido,97,1903-11-15,1903-11-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1757,Anonymous,,n.I.,NA,NA,NA,NA,NA,"A los directores de ""La Correspondencia"", ""Heraldo"", ""El Liberal"" y ""El Imparcial""",98,1903-11-30,1903-11-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1758,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,61,Problemas,98,1903-11-30,1903-11-30,Fictional Prose,Spanish,,,
Gente Vieja,1759,"Calvo Rodríguez, Carmelo",,http://viaf.org/viaf/87726865,M,Spain,NA,NA,NA,A mi hija Amparo,98,1903-11-30,1903-11-30,Lyricism,Spanish,Amparo,,
Gente Vieja,1760,"Balbín de Unquera, Antonio",,http://viaf.org/viaf/59869851,M,Spain,1842,1919,61,Plan de historia,98,1903-11-30,1903-11-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1761,"González Agejas, Lorenzo",,https://web.ua.es/es/histrad/documentos/biografias/lorenzo-gonzalez-agejas.pdf,M,Spain,1849,NA,54,A mi nuevo hijo (soneto),98,1903-11-30,1903-11-30,Lyricism,Spanish,,,
Gente Vieja,1762,"Sánchez Garay, Concepción",,First search unsuccessful,F,NA,NA,NA,NA,En la ventana,98,1903-11-30,1903-11-30,Fictional Prose,Spanish,,,
Gente Vieja,1763,"Sánchez Pesquera, Miguel",,http://viaf.org/viaf/313262052,M,Venezuela,1851,1920,52,Siemprevivas,98,1903-11-30,1903-11-30,Lyricism,Spanish,,,
Gente Vieja,1764,"Cuero Pita Pizarro, Luis de",,First search unsuccessful,M,NA,NA,NA,NA,¡Pro Cháritas!,98,1903-11-30,1903-11-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1765,"Zapata, Marcos",,http://viaf.org/viaf/30877402,M,Spain,1845,1913,58,Dulces recuerdos,98,1903-11-30,1903-11-30,Lyricism,Spanish,,,
Gente Vieja,1766,"Estévanez, Nicolás",,http://viaf.org/viaf/2569736,M,Spain,1838,1914,65,Canto senil,98,1903-11-30,1903-11-30,Lyricism,Spanish,,,
Gente Vieja,1767,"Martín Mínguez, Bernardino",,http://viaf.org/viaf/29260683,M,Spain,1849,1920,54,Congreso Internacional de Arquitectos,98,1903-11-30,1903-11-30,Non-fictional Prose,Spanish,Ministro de Instrucción Pública y Bellas Artes,,
Gente Vieja,1768,"Capdepón Maseres, Mariano",,http://viaf.org/viaf/78865721,M,Spain,1838,1908,65,El cielo y la vida,98,1903-11-30,1903-11-30,Lyricism,Spanish,,,
Gente Vieja,1769,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,La decena dramática,98,1903-11-30,1903-11-30,Review,Spanish,,,
Gente Vieja,1770,"Ossorio y Bernard, Manuel",,http://viaf.org/viaf/19809780,M,Spain,1839,1904,64,Calle de Alberto Aguilera,98,1903-11-30,1903-11-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1771,Anonymous,,n.I.,NA,NA,NA,NA,NA,Madrid industrial,98,1903-11-30,1903-11-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1772,"Llano Persi, Manuel de",,http://viaf.org/viaf/313411585,M,Spain,1826,1907,77,Velay,99,1903-12-15,1903-12-15,Lyricism,Spanish,,,
Gente Vieja,1773,"Luceño, Tomás",,http://viaf.org/viaf/14342364,M,Spain,1844,1933,59,Sainetes instantáneos: ¡Buena guardía!,99,1903-12-15,1903-12-15,Drama,Spanish,,,
Gente Vieja,1774,"Simarro, Juan",,First search unsuccessful,M,NA,NA,NA,NA,Renglones cortos: ¡Dios!,99,1903-12-15,1903-12-15,Lyricism,Spanish,"Aguilera, Joaquín",,
Gente Vieja,1775,"Zapata, Marcos",,http://viaf.org/viaf/30877402,M,Spain,1845,1913,58,Lo que no se compra,99,1903-12-15,1903-12-15,Lyricism,Spanish,,,
Gente Vieja,1776,"Cano, Carlos",,http://viaf.org/viaf/87274417,M,Spain,1846,1922,57,¡Pícaros nervios!,99,1903-12-15,1903-12-15,Fictional Prose,Spanish,,,
Gente Vieja,1777,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,69,El ciprés del Campo Santo,99,1903-12-15,1903-12-15,Lyricism,Spanish,,,
Gente Vieja,1778,"Prugent Lobera, Enrique",,http://viaf.org/viaf/87149496,M,NA,NA,NA,NA,Leyendo a Rueda,99,1903-12-15,1903-12-15,Review,Spanish,,,
Gente Vieja,1779,"Fernández de Moratín, Leandro",,http://viaf.org/viaf/46771039,M,Spain,1760,1828,deceased,Curiosidad literaria,99,1903-12-15,1903-12-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1780,"Valero de Tornos, Juan",Garci-Fernández,http://viaf.org/viaf/52068917,M,Spain,1842,1905,61,"Para provincias: sobre los crímenes, sobre los golfos y sobre el concurso de comedias de ""El Liberal""",99,1903-12-15,1903-12-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1781,Anonymous,,n.I.,NA,NA,NA,NA,NA,La frase de Ducrot,99,1903-12-15,1903-12-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1782,"Sánchez Pesquera, Miguel",,http://viaf.org/viaf/313262052,M,Venezuela,1851,1920,52,A Laura,99,1903-12-15,1903-12-15,Lyricism,Spanish,,,
Gente Vieja,1783,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,99,1903-12-15,1903-12-15,Review,Spanish,,,
Gente Vieja,1784,El Corresponsal,,n.I.,M,NA,NA,NA,NA,"Para ""Gente Vieja""",99,1903-12-15,1903-12-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1785,Anonymous,,n.I.,NA,NA,NA,NA,NA,Hay que pensar en el turrón,99,1903-12-15,1903-12-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1786,"Fabraquer, José Muñoz Maldonado, conde de",,http://viaf.org/viaf/18158826,M,Spain,1807,1875,deceased,¡Un año más! (1904),100,1903-12-30,1903-12-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1787,"Valero Martín, Alberto",,http://viaf.org/viaf/107017554,M,Spain,1882,1941,21,Misterios,100,1903-12-30,1903-12-30,Lyricism,Spanish,,,
Gente Vieja,1788,"Sánchez Garay, Concepción",,First search unsuccessful,F,NA,NA,NA,NA,La nochebuena,100,1903-12-30,1903-12-30,Fictional Prose,Spanish,,,
Gente Vieja,1789,"Cano, Carlos",,http://viaf.org/viaf/87274417,M,Spain,1846,1922,57,Juez y parte,100,1903-12-30,1903-12-30,Lyricism,Spanish,,,
Gente Vieja,1790,Anonymous,,n.I.,NA,NA,NA,NA,NA,Resumen de la Exposición de San Luis,100,1903-12-30,1903-12-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1791,"Iglesias, Santiago",,First search unsuccessful,M,NA,NA,NA,NA,Magdalena,100,1903-12-30,1903-12-30,Lyricism,Spanish,,,
Gente Vieja,1792,"Prugent Lobera, Enrique",,http://viaf.org/viaf/87149496,M,NA,NA,NA,NA,La prensa,100,1903-12-30,1903-12-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1793,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,69,Juicio del año 1904,100,1903-12-30,1903-12-30,Lyricism,Spanish,,,
Gente Vieja,1794,"Galdo, Manuel María José de",,https://es.wikipedia.org/wiki/Manuel_Mar%C3%ADa_Jos%C3%A9_de_Galdo,M,Spain,1825,1895,deceased,Curiosidad científicoliteraria,100,1903-12-30,1903-12-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1795,"Zapata, Marcos",,http://viaf.org/viaf/30877402,M,Spain,1845,1913,58,La fiesta nacional,100,1903-12-30,1903-12-30,Lyricism,Spanish,,,
Gente Vieja,1796,Fufú,,n.I.,NA,NA,NA,NA,NA,Crónica de la nada: ¡Chic!,100,1903-12-30,1903-12-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1797,Anonymous,,n.I.,NA,NA,NA,NA,NA,Libro utilísimo: Memorias de la familia,100,1903-12-30,1903-12-30,Review,Spanish,,,
Gente Vieja,1798,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1799,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,101,1904-01-15,1904-01-15,Image,n.I.,,,
Gente Vieja,1800,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Doña Isabel II, reina de España",101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1801,Anonymous,,n.I.,NA,NA,NA,NA,NA,La Reina Isabel en 1860,101,1904-01-15,1904-01-15,Image,n.I.,,,
Gente Vieja,1802,Anonymous,,n.I.,NA,NA,NA,NA,NA,Don Luis González Bravo,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1803,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Don Luis González Bravo, último presidente del Consejo de Ministros de la Reina Isabel",101,1904-01-15,1904-01-15,Image,n.I.,,,
Gente Vieja,1804,Anonymous,,n.I.,NA,NA,NA,NA,NA,La emperatriz Eugenia,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1805,Anonymous,,n.I.,NA,NA,NA,NA,NA,La emperatriz Eugenia en 1868,101,1904-01-15,1904-01-15,Image,n.I.,,,
Gente Vieja,1806,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,Cosas de la quincena: Política y teatros,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1807,"Colorado, Vicente",,http://viaf.org/viaf/86777619,M,Spain,1850,1904,deceased,Mario,101,1904-01-15,1904-01-15,Lyricism,Spanish,,,
Gente Vieja,1808,"Nakens, José",,http://viaf.org/viaf/23315600,M,Spain,1841,1926,63,Llamad y se os abrirá,101,1904-01-15,1904-01-15,Fictional Prose,Spanish,,,
Gente Vieja,1809,Ruperto,,n.I.,M,NA,NA,NA,NA,"Señores de ""Gente Vieja""",101,1904-01-15,1904-01-15,Fictional Prose,Spanish,,,
Gente Vieja,1810,"Balart, Federico",,http://viaf.org/viaf/56173138,M,Spain,1831,1905,73,Fragmento,101,1904-01-15,1904-01-15,Lyricism,Spanish,,,
Gente Vieja,1811,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,La vejez militante,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1812,Anonymous,,n.I.,NA,NA,NA,NA,NA,Juan Valero de Tornos,101,1904-01-15,1904-01-15,Image,n.I.,,,
Gente Vieja,1813,Anonymous,,n.I.,NA,NA,NA,NA,NA,Juan Valero de Tornos,101,1904-01-15,1904-01-15,Image,n.I.,,,
Gente Vieja,1814,"Valero Martín, Alberto",,http://viaf.org/viaf/107017554,M,Spain,1882,1941,22,Periodistas españoles del siglo XIX,101,1904-01-15,1904-01-15,Review,Spanish,,,
Gente Vieja,1815,Anonymous,,n.I.,NA,NA,NA,NA,NA,Banco Hipotecario de España,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1816,Anonymous,,n.I.,NA,NA,NA,NA,NA,Banco Hipotecario de España,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1817,Anonymous,,n.I.,NA,NA,NA,NA,NA,Banco Hipotecario de España,101,1904-01-15,1904-01-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1818,Anonymous,,n.I.,NA,NA,NA,NA,NA,Cosas que fueron: Santo Domingo El Real,102,1904-01-30,1904-01-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1819,Anonymous,,n.I.,NA,NA,NA,NA,NA,Santo Domingo el Real en el siglo XVII y en 1870,102,1904-01-30,1904-01-30,Image,n.I.,,,
Gente Vieja,1820,Anonymous,,n.I.,NA,NA,NA,NA,NA,El 10 de Abril,102,1904-01-30,1904-01-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1821,Anonymous,,n.I.,NA,NA,NA,NA,NA,"D. José Gutiérrez de la Vega, Gobernador de Madrid el 10 de abril (Noche de San Daniel)",102,1904-01-30,1904-01-30,Image,n.I.,,,
Gente Vieja,1822,"Sepúlveda, Ricardo",,http://viaf.org/viaf/16187314,M,Spain,1846,1909,58,"Recuerdos del estreno de ""El hombre del mundo"" (Ventura de la Vega)",102,1904-01-30,1904-01-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1823,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Ventura de la Vega,102,1904-01-30,1904-01-30,Image,n.I.,,,
Gente Vieja,1824,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,"Primeros trabajos para la Restauración (Paris, 1868)",102,1904-01-30,1904-01-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1825,Anonymous,,n.I.,NA,NA,NA,NA,NA,Doña Isabel II en el hotel del Pabillón de Rohan en Noviembre de 1868,102,1904-01-30,1904-01-30,Image,n.I.,,,
Gente Vieja,1826,"Cano y Masas, Leopoldo",,http://viaf.org/viaf/72740619,M,Spain,1844,1934,60,Castilla - desde el tren real (soneto),102,1904-01-30,1904-01-30,Lyricism,Spanish,,,
Gente Vieja,1827,"Echegaray, José",,http://viaf.org/viaf/79077383,M,Spain,1832,1916,72,La vejez militante: D. José Echegaray,102,1904-01-30,1904-01-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1828,Anonymous,,n.I.,NA,NA,NA,NA,NA,José Echegaray,102,1904-01-30,1904-01-30,Image,n.I.,,,
Gente Vieja,1829,"Luceño, Tomás",,http://viaf.org/viaf/14342364,M,Spain,1844,1933,60,D. Tomás Luceño,102,1904-01-30,1904-01-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1830,Anonymous,,n.I.,NA,NA,NA,NA,NA,Tomás Luceño,102,1904-01-30,1904-01-30,Image,n.I.,,,
Gente Vieja,1831,"Palacio, Manuel del",,http://viaf.org/viaf/2636638,M,Spain,1831,1906,73,Suspiros,102,1904-01-30,1904-01-30,Lyricism,Spanish,,,
Gente Vieja,1832,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,Revista política y de teatros,102,1904-01-30,1904-01-30,Review,Spanish,,,
Gente Vieja,1833,"Calvo Rodríguez, Carmelo",,http://viaf.org/viaf/87726865,M,Spain,NA,NA,NA,La Magdalena,102,1904-01-30,1904-01-30,Lyricism,Spanish,,,
Gente Vieja,1834,"Sánchez Garay, Concepción",,First search unsuccessful,F,NA,NA,NA,NA,Un paseo de la Sena,102,1904-01-30,1904-01-30,Fictional Prose,Spanish,,,
Gente Vieja,1835,Anonymous,,n.I.,NA,NA,NA,NA,NA,Nueva Historia y Monografías Geográficas de las provincias de España,102,1904-01-30,1904-01-30,Review,Spanish,,,
Gente Vieja,1836,Anonymous,,n.I.,NA,NA,NA,NA,NA,Las ferias de Madrid de 1864,103,1904-02-15,1904-02-15,Image,n.I.,,,
Gente Vieja,1837,Anonymous,,n.I.,NA,NA,NA,NA,NA,Cosas que fueron: Las ferias de Madrid en 1884,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1838,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Mariano Fernández,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1839,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Mariano Fernández en Venganza Catalana,103,1904-02-15,1904-02-15,Image,n.I.,,,
Gente Vieja,1840,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Thiers y Perico Aladro,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1841,Anonymous,,n.I.,NA,NA,NA,NA,NA,M. Thiers,103,1904-02-15,1904-02-15,Image,n.I.,,,
Gente Vieja,1842,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Pedro Aladro,103,1904-02-15,1904-02-15,Image,n.I.,,,
Gente Vieja,1843,"León, Félix de",,http://viaf.org/viaf/64293655,M,Spain,1790,1854,deceased,¿Qué tendrán las flores?,103,1904-02-15,1904-02-15,Lyricism,Spanish,,,
Gente Vieja,1844,"Ossorio y Bernard, Manuel",,http://viaf.org/viaf/19809780,M,Spain,1839,1904,deceased,La vejez militante: Don Manuel Ossorio y Bernard,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1845,Anonymous,,n.I.,NA,NA,NA,NA,NA,Manuel Ossorio y Bernard,103,1904-02-15,1904-02-15,Image,n.I.,,,
Gente Vieja,1846,Anonymous,,n.I.,NA,NA,NA,NA,NA,De un libro inédito,103,1904-02-15,1904-02-15,Review,Spanish,,,
Gente Vieja,1847,"Lozano, Alberto",,First search unsuccessful,M,NA,NA,NA,NA,Parabola,103,1904-02-15,1904-02-15,Lyricism,Spanish,,,
Gente Vieja,1848,"Madariaga, Federico de",,http://viaf.org/viaf/87094284,M,Spain,1846,1927,58,Antiguallas de la milicia,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1849,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,Revista parlamentaria y de teatros,103,1904-02-15,1904-02-15,Review,Spanish,,,
Gente Vieja,1850,"Casañal Shakery, Alberto",,http://viaf.org/viaf/31615097,M,Spain,1874,1943,30,A la Prensa española,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1851,Anonymous,,n.I.,NA,NA,NA,NA,NA,Vida moderna,103,1904-02-15,1904-02-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1852,"Zapata, Marcos",,http://viaf.org/viaf/30877402,M,Spain,1845,1913,59,Muerte del Rey D. Sebastián de Portugal,103,1904-02-15,1904-02-15,Lyricism,Spanish,,,
Gente Vieja,1853,Anonymous,,n.I.,NA,NA,NA,NA,NA,Cosas que fueron: Nuevo paseo de Recoletos en 1864,104,1904-02-29,1904-02-29,Non-fictional Prose,Spanish,,,
Gente Vieja,1854,Anonymous,,n.I.,NA,NA,NA,NA,NA,Nuevo paseo de Recoletos en 1864,104,1904-02-29,1904-02-29,Image,n.I.,,,
Gente Vieja,1855,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Don Baldomero Espartero,104,1904-02-29,1904-02-29,Non-fictional Prose,Spanish,,,
Gente Vieja,1856,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Don Baldomero Espartero, Duque de la Victoria",104,1904-02-29,1904-02-29,Image,n.I.,,,
Gente Vieja,1857,Malvina,,n.I.,NA,NA,NA,NA,NA,Bretón de los Herreros,104,1904-02-29,1904-02-29,Non-fictional Prose,Spanish,,,
Gente Vieja,1858,Anonymous,,n.I.,NA,NA,NA,NA,NA,Don Manuel de los Herreros,104,1904-02-29,1904-02-29,Image,n.I.,,,
Gente Vieja,1859,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Don Ramón María Narváez,104,1904-02-29,1904-02-29,Non-fictional Prose,Spanish,,,
Gente Vieja,1860,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Don Ramón María Narváez, Duque de Valencia",104,1904-02-29,1904-02-29,Image,n.I.,,,
Gente Vieja,1861,"Alcalá Galiano, José",,http://viaf.org/viaf/5242753,M,Spain,1839,1919,65,Duelo-sport,104,1904-02-29,1904-02-29,Lyricism,Spanish,,,
Gente Vieja,1862,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,Revista parlamentaria y de teatros,104,1904-02-29,1904-02-29,Review,Spanish,"Laserna, José",,
Gente Vieja,1863,"Paláu, Melchor de",,http://viaf.org/viaf/24444391,M,Spain,1843,1910,61,La vejez militante: Melchor de Palau,104,1904-02-29,1904-02-29,Non-fictional Prose,Spanish,,,
Gente Vieja,1864,Anonymous,,n.I.,NA,NA,NA,NA,NA,Melchor de Palau,104,1904-02-29,1904-02-29,Image,n.I.,,,
Gente Vieja,1865,"Balart, Federico",,http://viaf.org/viaf/56173138,M,Spain,1831,1905,73,Fragmento,104,1904-02-29,1904-02-29,Lyricism,Spanish,,,
Gente Vieja,1866,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Un libro notable,104,1904-02-29,1904-02-29,Review,Spanish,,,
Gente Vieja,1867,"Ortiz de Pinedo, Manuel",,http://viaf.org/viaf/87704706,M,Spain,1831,1901,deceased,La muerte,104,1904-02-29,1904-02-29,Lyricism,Spanish,,,
Gente Vieja,1868,"Valero Martín, Alberto",,http://viaf.org/viaf/107017554,M,Spain,1882,1941,22,El movimiento intelectual,104,1904-02-29,1904-02-29,Review,Spanish,,,
Gente Vieja,1869,"Palacio, Manuel del",,http://viaf.org/viaf/2636638,M,Spain,1831,1906,73,Antes y después,104,1904-02-29,1904-02-29,Lyricism,Spanish,,,
Gente Vieja,1870,Anonymous,,n.I.,NA,NA,NA,NA,NA,Industria española,104,1904-02-29,1904-02-29,Non-fictional Prose,Spanish,,,
Gente Vieja,1871,Anonymous,,n.I.,NA,NA,NA,NA,NA,Cosas que fueron: La Puerta del Sol,105,1904-03-15,1904-03-15,Image,n.I.,,,
Gente Vieja,1872,Anonymous,,n.I.,NA,NA,NA,NA,NA,Cosas que fueron: La Puerta del Sol,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1873,"Ossorio y Bernard, Manuel",,http://viaf.org/viaf/19809780,M,Spain,1839,1904,deceased,Antonio de Trueba 1821-1889,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1874,Anonymous,,n.I.,NA,NA,NA,NA,NA,Antonio de Trueba,105,1904-03-15,1904-03-15,Image,n.I.,,,
Gente Vieja,1875,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Fortuny,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
